source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,cluster
GO:BP,GO:0051240,positive regulation of multicellular organismal process,1.2252520629094416e-21,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1822,208,63,26963,0.30288461538461536,0.03457738748627882,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']",0
GO:BP,GO:0009605,response to external stimulus,1.2549333152862075e-21,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:hb]",2624,208,75,26963,0.3605769230769231,0.028582317073170733,query_1,['GO:0050896'],0
GO:BP,GO:0032502,developmental process,1.4555972461736418e-21,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6876,208,123,26963,0.5913461538461539,0.01788830715532286,query_1,['GO:0008150'],0
GO:BP,GO:0006952,defense response,1.9032651489853924e-21,True,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1837,208,63,26963,0.30288461538461536,0.03429504627109418,query_1,['GO:0006950'],0
GO:BP,GO:0048856,anatomical structure development,2.3314934921372452e-21,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",6290,208,117,26963,0.5625,0.01860095389507154,query_1,['GO:0032502'],0
GO:BP,GO:0002684,positive regulation of immune system process,2.9652309729874366e-20,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1118,208,49,26963,0.23557692307692307,0.04382826475849732,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']",0
GO:BP,GO:0001817,regulation of cytokine production,3.037308915893324e-20,True,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",825,208,43,26963,0.20673076923076922,0.052121212121212124,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']",0
GO:BP,GO:0001816,cytokine production,4.22343589148201e-20,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",832,208,43,26963,0.20673076923076922,0.051682692307692304,query_1,"['GO:0010467', 'GO:0032501']",0
GO:BP,GO:0006954,inflammatory response,6.726475400590246e-20,True,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",842,208,43,26963,0.20673076923076922,0.0510688836104513,query_1,['GO:0006952'],0
GO:BP,GO:0050794,regulation of cellular process,1.652385996041401e-19,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",12758,208,167,26963,0.8028846153846154,0.013089825991534723,query_1,"['GO:0009987', 'GO:0050789']",0
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,2.277703019976157e-19,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2708,208,73,26963,0.35096153846153844,0.026957163958641065,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']",0
GO:BP,GO:0043067,regulation of programmed cell death,3.107288896547709e-19,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1702,208,58,26963,0.27884615384615385,0.03407755581668625,query_1,"['GO:0012501', 'GO:0050794']",0
GO:BP,GO:0050789,regulation of biological process,4.479874530056939e-19,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",13153,208,169,26963,0.8125,0.012848779746065537,query_1,"['GO:0008150', 'GO:0065007']",0
GO:BP,GO:0042981,regulation of apoptotic process,4.896280930656022e-19,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1656,208,57,26963,0.27403846153846156,0.034420289855072464,query_1,"['GO:0006915', 'GO:0043067']",0
GO:BP,GO:0050896,response to stimulus,5.675801697261172e-19,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",10529,208,150,26963,0.7211538461538461,0.014246367176370026,query_1,['GO:0008150'],0
GO:BP,GO:0051716,cellular response to stimulus,5.880348605074497e-19,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",8566,208,134,26963,0.6442307692307693,0.015643240719122112,query_1,"['GO:0009987', 'GO:0050896']",0
GO:BP,GO:0048519,negative regulation of biological process,6.237105083136127e-19,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5981,208,110,26963,0.5288461538461539,0.01839157331549908,query_1,"['GO:0008150', 'GO:0050789']",0
GO:BP,GO:0009891,positive regulation of biosynthetic process,7.326689179355533e-19,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2837,208,74,26963,0.3557692307692308,0.02608389143461403,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']",0
GO:BP,GO:0012501,programmed cell death,9.455221678027334e-19,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",2133,208,64,26963,0.3076923076923077,0.030004688232536336,query_1,['GO:0008219'],0
GO:BP,GO:0008219,cell death,9.455221678027334e-19,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",2133,208,64,26963,0.3076923076923077,0.030004688232536336,query_1,['GO:0009987'],0
GO:BP,GO:0006915,apoptotic process,9.53994893673247e-19,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",2066,208,63,26963,0.30288461538461536,0.03049370764762827,query_1,['GO:0012501'],0
GO:BP,GO:0070887,cellular response to chemical stimulus,2.6090504870269653e-18,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2527,208,69,26963,0.3317307692307692,0.027305104867431738,query_1,"['GO:0042221', 'GO:0051716']",0
GO:BP,GO:0048731,system development,2.7466359927890728e-18,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4123,208,89,26963,0.42788461538461536,0.021586223623575068,query_1,"['GO:0007275', 'GO:0048856']",0
GO:BP,GO:0065007,biological regulation,2.120815960811853e-17,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",13542,208,169,26963,0.8125,0.01247969280756166,query_1,['GO:0008150'],0
GO:BP,GO:0042127,regulation of cell population proliferation,2.779426050874399e-17,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1802,208,57,26963,0.27403846153846156,0.031631520532741396,query_1,"['GO:0008283', 'GO:0050794']",0
GO:BP,GO:0001775,cell activation,5.1308524328754117e-17,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1162,208,46,26963,0.22115384615384615,0.039586919104991396,query_1,"['GO:0009987', 'GO:0032501']",0
GO:BP,GO:0048523,negative regulation of cellular process,7.158691186520973e-17,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5732,208,104,26963,0.5,0.018143754361479414,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']",0
GO:BP,GO:0030154,cell differentiation,9.231083606375904e-17,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4795,208,94,26963,0.4519230769230769,0.019603753910323252,query_1,['GO:0048869'],0
GO:BP,GO:0048869,cellular developmental process,9.3680231255734e-17,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4796,208,94,26963,0.4519230769230769,0.019599666388657216,query_1,"['GO:0009987', 'GO:0032502']",0
GO:BP,GO:0006955,immune response,1.1594135921313942e-16,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",1991,208,59,26963,0.28365384615384615,0.029633350075339026,query_1,"['GO:0002376', 'GO:0050896']",0
GO:BP,GO:1901700,response to oxygen-containing compound,1.5864205316054095e-16,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",2004,208,59,26963,0.28365384615384615,0.02944111776447106,query_1,['GO:0042221'],0
GO:BP,GO:0045321,leukocyte activation,1.6638754455322895e-16,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",1033,208,43,26963,0.20673076923076922,0.041626331074540175,query_1,"['GO:0001775', 'GO:0002376']",0
GO:BP,GO:0032501,multicellular organismal process,2.8796853073771185e-16,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",8528,208,129,26963,0.6201923076923077,0.015126641651031895,query_1,['GO:0008150'],0
GO:BP,GO:0001819,positive regulation of cytokine production,2.887775712393063e-16,True,"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",527,208,32,26963,0.15384615384615385,0.06072106261859583,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']",0
GO:BP,GO:0009607,response to biotic stimulus,3.2136989009788734e-16,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",1832,208,56,26963,0.2692307692307692,0.03056768558951965,query_1,['GO:0050896'],0
GO:BP,GO:0008283,cell population proliferation,3.4998903773486393e-16,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",2176,208,61,26963,0.2932692307692308,0.02803308823529412,query_1,['GO:0009987'],0
GO:BP,GO:0048583,regulation of response to stimulus,5.518118347773944e-16,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",4015,208,84,26963,0.40384615384615385,0.02092154420921544,query_1,"['GO:0050789', 'GO:0050896']",0
GO:BP,GO:0010628,positive regulation of gene expression,6.103809448609962e-16,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1295,208,47,26963,0.22596153846153846,0.036293436293436294,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']",0
GO:BP,GO:0060255,regulation of macromolecule metabolic process,7.497840815574334e-16,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6316,208,108,26963,0.5192307692307693,0.017099430018999367,query_1,"['GO:0019222', 'GO:0043170']",0
GO:BP,GO:0019222,regulation of metabolic process,8.50540252652424e-16,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",6848,208,113,26963,0.5432692307692307,0.016501168224299066,query_1,"['GO:0008152', 'GO:0050794']",0
GO:BP,GO:0023052,signaling,9.711967313733408e-16,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",7507,208,119,26963,0.5721153846153846,0.01585187158651925,query_1,['GO:0050789'],0
GO:BP,GO:0048584,positive regulation of response to stimulus,1.1165792174038298e-15,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",2372,208,63,26963,0.30288461538461536,0.026559865092748734,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']",0
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,1.117966419776616e-15,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",1950,208,57,26963,0.27403846153846156,0.02923076923076923,query_1,['GO:0008150'],0
GO:BP,GO:0050793,regulation of developmental process,2.0070438185899834e-15,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2699,208,67,26963,0.32211538461538464,0.02482400889218229,query_1,"['GO:0032502', 'GO:0050789']",0
GO:BP,GO:0032101,regulation of response to external stimulus,2.414662433571526e-15,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1110,208,43,26963,0.20673076923076922,0.03873873873873874,query_1,"['GO:0009605', 'GO:0048583']",0
GO:BP,GO:0010556,regulation of macromolecule biosynthetic process,2.53464053099968e-15,True,"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",5509,208,99,26963,0.47596153846153844,0.01797059357415139,query_1,"['GO:0009059', 'GO:0009889', 'GO:0060255']",0
GO:BP,GO:0051707,response to other organism,3.1046515515228307e-15,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",1791,208,54,26963,0.25961538461538464,0.03015075376884422,query_1,"['GO:0043207', 'GO:0044419']",0
GO:BP,GO:0043207,response to external biotic stimulus,3.425421532385913e-15,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",1795,208,54,26963,0.25961538461538464,0.030083565459610027,query_1,"['GO:0009605', 'GO:0009607']",0
GO:BP,GO:0141124,intracellular signaling cassette,4.482470526766856e-15,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",1806,208,54,26963,0.25961538461538464,0.029900332225913623,query_1,['GO:0035556'],0
GO:BP,GO:0007154,cell communication,4.8064582444922835e-15,True,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",7538,208,118,26963,0.5673076923076923,0.015654019633855133,query_1,['GO:0009987'],0
GO:BP,GO:0023051,regulation of signaling,5.0703882968806375e-15,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3638,208,78,26963,0.375,0.021440351841671246,query_1,"['GO:0023052', 'GO:0050789']",0
GO:BP,GO:0080134,regulation of response to stress,8.98589856052596e-15,True,"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",1386,208,47,26963,0.22596153846153846,0.03391053391053391,query_1,"['GO:0006950', 'GO:0048583']",0
GO:BP,GO:0009889,regulation of biosynthetic process,9.73260739006529e-15,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",5712,208,100,26963,0.4807692307692308,0.01750700280112045,query_1,"['GO:0009058', 'GO:0019222']",0
GO:BP,GO:0043068,positive regulation of programmed cell death,1.3482981380288467e-14,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",646,208,33,26963,0.15865384615384615,0.05108359133126935,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']",0
GO:BP,GO:0030097,hemopoiesis,1.5037124655696762e-14,True,"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]",1054,208,41,26963,0.1971153846153846,0.03889943074003795,query_1,['GO:0048468'],0
GO:BP,GO:0080090,regulation of primary metabolic process,1.6077330643003986e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5358,208,96,26963,0.46153846153846156,0.01791713325867861,query_1,"['GO:0019222', 'GO:0044238']",0
GO:BP,GO:0010646,regulation of cell communication,2.0118740213437678e-14,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3639,208,77,26963,0.3701923076923077,0.02115965924704589,query_1,"['GO:0007154', 'GO:0050794']",0
GO:BP,GO:0010468,regulation of gene expression,2.368730287800381e-14,True,"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",5388,208,96,26963,0.46153846153846156,0.017817371937639197,query_1,"['GO:0010467', 'GO:0010556']",0
GO:BP,GO:0007165,signal transduction,2.4537445835930463e-14,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6923,208,111,26963,0.5336538461538461,0.016033511483460928,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']",0
GO:BP,GO:2000026,regulation of multicellular organismal development,2.6787946295179898e-14,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1551,208,49,26963,0.23557692307692307,0.03159252095422308,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']",0
GO:BP,GO:0007166,cell surface receptor signaling pathway,3.6709730793487884e-14,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2776,208,66,26963,0.3173076923076923,0.02377521613832853,query_1,['GO:0007165'],0
GO:BP,GO:0008284,positive regulation of cell population proliferation,6.101377827514137e-14,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",1097,208,41,26963,0.1971153846153846,0.037374658158614404,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']",0
GO:BP,GO:0051241,negative regulation of multicellular organismal process,7.185122035637704e-14,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1218,208,43,26963,0.20673076923076922,0.035303776683087026,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']",0
GO:BP,GO:0001944,vasculature development,1.2824593203691764e-13,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",796,208,35,26963,0.16826923076923078,0.04396984924623116,query_1,"['GO:0048731', 'GO:0072359']",0
GO:BP,GO:0009653,anatomical structure morphogenesis,1.3349020119216874e-13,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2769,208,65,26963,0.3125,0.023474178403755867,query_1,"['GO:0032502', 'GO:0048856']",0
GO:BP,GO:0022409,positive regulation of cell-cell adhesion,1.9041249351562934e-13,True,"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",327,208,24,26963,0.11538461538461539,0.07339449541284404,query_1,"['GO:0022407', 'GO:0045785', 'GO:0098609']",0
GO:BP,GO:0009966,regulation of signal transduction,2.1649495789000247e-13,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3036,208,68,26963,0.3269230769230769,0.022397891963109356,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']",0
GO:BP,GO:1902531,regulation of intracellular signal transduction,2.534936642446666e-13,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1912,208,53,26963,0.2548076923076923,0.027719665271966527,query_1,"['GO:0009966', 'GO:0035556']",0
GO:BP,GO:0002694,regulation of leukocyte activation,3.027391101174766e-13,True,"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",577,208,30,26963,0.14423076923076922,0.05199306759098787,query_1,"['GO:0002682', 'GO:0045321', 'GO:0050865']",0
